model_name,input_token,output_token,latency_sec,tps
hunyuan-mt-7b,138,63,1.2287,51.28
hunyuan-mt-7b,253,148,2.7934,52.98
hunyuan-mt-7b,92,41,0.7978,51.39
hunyuan-mt-7b,164,61,1.179,51.74
hunyuan-mt-7b,96,24,0.4773,50.28
hunyuan-mt-7b,97,23,0.4568,50.35
hunyuan-mt-7b,122,36,0.6918,52.04
hunyuan-mt-7b,111,31,0.6004,51.63
hunyuan-mt-7b,126,45,0.8788,51.2
hunyuan-mt-7b,150,55,1.0627,51.76
hunyuan-mt-7b,111,43,0.8305,51.77
hunyuan-mt-7b,86,17,0.3408,49.88
hunyuan-mt-7b,82,13,0.2853,45.56
hunyuan-mt-7b,106,29,0.5723,50.67
hunyuan-mt-7b,98,24,0.4766,50.36
hunyuan-mt-7b,114,35,0.683,51.25
hunyuan-mt-7b,164,54,1.0456,51.64
hunyuan-mt-7b,116,35,0.6723,52.06
hunyuan-mt-7b,129,43,0.8219,52.32
hunyuan-mt-7b,145,66,1.2671,52.09
hunyuan-mt-7b,184,94,1.7899,52.52
hunyuan-mt-7b,162,67,1.2772,52.46
hunyuan-mt-7b,97,25,0.4918,50.84
hunyuan-mt-7b,99,23,0.4592,50.08
hunyuan-mt-7b,126,46,0.8629,53.31
hunyuan-mt-7b,183,81,1.5391,52.63
hunyuan-mt-7b,93,30,0.5746,52.21
hunyuan-mt-7b,82,33,0.6452,51.15
hunyuan-mt-7b,93,20,0.3976,50.3
hunyuan-mt-7b,110,29,0.58,50.0
hunyuan-mt-7b,197,90,1.7176,52.4
hunyuan-mt-7b,119,43,0.8285,51.9
hunyuan-mt-7b,90,24,0.4711,50.95
hunyuan-mt-7b,125,46,0.8901,51.68
hunyuan-mt-7b,141,63,1.2144,51.88
hunyuan-mt-7b,127,51,0.9906,51.49
hunyuan-mt-7b,118,43,0.8447,50.91
hunyuan-mt-7b,85,26,0.5242,49.6
hunyuan-mt-7b,427,263,4.9245,53.41
hunyuan-mt-7b,134,46,0.931,49.41
hunyuan-mt-7b,84,37,0.766,48.31
hunyuan-mt-7b,145,53,1.0469,50.63
hunyuan-mt-7b,91,18,0.4146,43.41
hunyuan-mt-7b,99,25,0.5317,47.02
hunyuan-mt-7b,89,18,0.4131,43.57
hunyuan-mt-7b,109,34,0.6919,49.14
hunyuan-mt-7b,101,25,0.5412,46.19
hunyuan-mt-7b,200,94,1.8166,51.75
hunyuan-mt-7b,90,19,0.4238,44.83
hunyuan-mt-7b,108,31,0.6448,48.08
hunyuan-mt-7b,141,51,1.0129,50.35
hunyuan-mt-7b,98,26,0.5628,46.2
hunyuan-mt-7b,108,29,0.6173,46.98
hunyuan-mt-7b,108,26,0.5488,47.38
hunyuan-mt-7b,83,11,0.248,44.35
hunyuan-mt-7b,78,9,0.1972,45.63
hunyuan-mt-7b,122,47,0.9522,49.36
hunyuan-mt-7b,135,47,0.9614,48.89
hunyuan-mt-7b,93,20,0.4312,46.38
hunyuan-mt-7b,98,21,0.4438,47.32
hunyuan-mt-7b,117,36,0.7477,48.14
hunyuan-mt-7b,104,29,0.5866,49.43
hunyuan-mt-7b,93,29,0.5906,49.11
hunyuan-mt-7b,103,24,0.5063,47.4
